name,sap_id,identifier,state,city,postal_code,address_1,address_2,address_3,full_address,phone,fax,latitude,longitude,services,hours
OPSM Waverley Gardens,1242,OPSM Waverley Gardens_1242,VIC,Mulgrave,3170,Police Rd &amp; Jackson Rd,,,"Police Rd &amp; Jackson Rd, Mulgrave, VIC, 3170",(03) 9547 7455,(03) 9547 7076,-37.93583,145.18944,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-19:00; Fri: 09:00-19:00; Sat: 09:00-17:00; Sun: 10:00-17:00
OPSM Fountain Gate Level 1,1360,OPSM Fountain Gate Level 1_1360,VIC,Narre Warren,3805,Overland Dr Fountain Gate,,,"Overland Dr Fountain Gate, Narre Warren, VIC, 3805",(03) 9704 9344,(03) 9796 6101,-38.01753,145.30145,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-21:00; Fri: 09:00-21:00; Sat: 09:00-17:00; Sun: 10:00-17:00
OPSM Northcote,1286,OPSM Northcote_1286,VIC,Northcote,3070,3 Separation St,,,"3 Separation St, Northcote, VIC, 3070",(03) 9481 4700,(03) 9481 6022,-37.76857,145.00181,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-17:30; Fri: 09:00-17:30; Sat: 09:00-17:00; Sun: 10:00-17:00
OPSM PAKENHAM,7012,OPSM PAKENHAM_7012,VIC,Pakenham,3810,16-36 Lakeside Boulevarde,,,"16-36 Lakeside Boulevarde, Pakenham, VIC, 3810",(03) 5940 5858,(03) 5940 4310,-38.0641,145.4545,,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-19:30; Fri: 09:00-17:30; Sat: 09:00-15:00; Sun: closed
OPSM Northland,1419,OPSM Northland_1419,VIC,Preston,3072,2 - 50 Murray Rd,,,"2 - 50 Murray Rd, Preston, VIC, 3072",(03) 9471 0057,(03) 9471 0372,-37.73919,145.0306,"Dry Eye, Collect & Return",Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-21:00; Fri: 09:00-21:00; Sat: 09:00-17:00; Sun: 10:00-17:00
OPSM Victoria Gardens,1341,OPSM Victoria Gardens_1341,VIC,Richmond,3121,Cnr Victoria St &amp; Burnley St,,,"Cnr Victoria St &amp; Burnley St, Richmond, VIC, 3121",(03) 9429 4716,(03) 9429 7826,-37.81248,145.01052,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-20:00; Fri: 09:00-20:00; Sat: 09:00-17:00; Sun: 10:00-17:00
OPSM Ringwood,1149,OPSM Ringwood_1149,VIC,Ringwood,3134,171 - 175 Maroondah Hwy,,,"171 - 175 Maroondah Hwy, Ringwood, VIC, 3134",(03) 9870 7976,(03) 9879 6968,-37.81308,145.22815,"Dry Eye, Collect & Return",Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-21:00; Fri: 09:00-21:00; Sat: 09:00-17:00; Sun: 10:00-17:00
OPSM Rosebud,2932,OPSM Rosebud_2932,VIC,Rosebud,3939,Boneo Rd &amp; Mccombe St,,,"Boneo Rd &amp; Mccombe St, Rosebud, VIC, 3939",(03) 8354 6290,(03) 8354 6291,-38.36139,144.89134,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-19:00; Fri: 09:00-19:00; Sat: 09:00-17:00; Sun: 10:00-17:00
OPSM Shepparton,1046,OPSM Shepparton_1046,VIC,Shepparton,3630,178 Maude St,,,"178 Maude St, Shepparton, VIC, 3630",(03) 5821 3861,(03) 5821 0016,-36.37933,145.40093,Collect & Return,Mon: 08:30-17:30; Tue: 08:30-17:30; Wed: 08:30-17:30; Thu: 08:30-17:30; Fri: 08:30-17:30; Sat: 08:30-16:00; Sun: closed
OPSM South Yarra,7077,OPSM South Yarra_7077,VIC,South Yarra,3141,137 Toorak Rd,,,"137 Toorak Rd, South Yarra, VIC, 3141",(03) 9866 4604,(03) 9866 4048,-37.83885,144.99101,,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 08:30-17:30; Fri: 09:00-17:30; Sat: 09:00-17:00; Sun: closed
OPSM Sunbury,4710,OPSM Sunbury_4710,VIC,Sunbury,3429,2 Evans Street Sunbury Square Shopping Centre,,,"2 Evans Street Sunbury Square Shopping Centre, Sunbury, VIC, 3429",03 9744 5000,(02) 9899 2234,-37.5777,144.7297,,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-19:00; Fri: 09:00-17:30; Sat: 09:00-17:00; Sun: closed
OPSM Sydenham,1131,OPSM Sydenham_1131,VIC,Sydenham,3037,Cnr Kings Rd &amp; Melton Hwy,,,"Cnr Kings Rd &amp; Melton Hwy, Sydenham, VIC, 3037",(03) 9390 3400,(03) 9390 2944,-37.70003,144.77584,"Dry Eye, Collect & Return",Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-21:00; Fri: 09:00-21:00; Sat: 09:00-17:00; Sun: 10:00-17:00
OPSM Traralgon,1302,OPSM Traralgon_1302,VIC,Traralgon,3844,146-188 Franklin St,,,"146-188 Franklin St, Traralgon, VIC, 3844",(03) 5174 0377,(03) 5174 1098,-38.19466,146.53867,Collect & Return,Mon: 08:30-17:30; Tue: 08:30-17:30; Wed: 08:30-17:30; Thu: 08:30-18:00; Fri: 08:30-19:00; Sat: 09:00-17:00; Sun: 10:00-16:00
OPSM Wangaratta,1040,OPSM Wangaratta_1040,VIC,Wangaratta,3677,34A Murphy St,,,"34A Murphy St, Wangaratta, VIC, 3677",(03) 5721 8650,(03) 5721 2178,-36.35599,146.32591,"Dry Eye, Collect & Return",Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-17:30; Fri: 09:00-17:30; Sat: 09:00-16:00; Sun: closed
OPSM Knox City,1467,OPSM Knox City_1467,VIC,Wantirna,3152,425 Burwood Hwy,,,"425 Burwood Hwy, Wantirna, VIC, 3152",(03) 9887 2944,(03) 9887 2520,-37.86895,145.23919,"Dry Eye, Collect & Return",Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-21:00; Fri: 09:00-21:00; Sat: 09:00-17:00; Sun: 10:00-17:00
OPSM Warrnambool,1136,OPSM Warrnambool_1136,VIC,Warrnambool,3280,155 Liebig St,,,"155 Liebig St, Warrnambool, VIC, 3280",(03) 5562 3506,(03) 5561 5293,-38.38224,142.48449,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-17:30; Fri: 09:00-17:30; Sat: 09:00-14:00; Sun: closed
OPSM Waurn Ponds,7064,OPSM Waurn Ponds_7064,VIC,Waurn Ponds,3216,173- 199 Pioneer Rd,,,"173- 199 Pioneer Rd, Waurn Ponds, VIC, 3216",(03) 5243 9288,(03) 5243 9811,-38.1989,144.3194,,Mon: 09:00-18:00; Tue: 09:00-18:00; Wed: 09:00-18:00; Thu: 09:00-18:00; Fri: 09:00-18:00; Sat: 09:00-17:00; Sun: 09:00-17:00
OPSM Wendouree,7014,OPSM Wendouree_7014,VIC,Wendouree,3355,Gillies St,,,"Gillies St, Wendouree, VIC, 3355",(03) 5338 1831,(03) 5339 3008,-37.53425,143.82396,Dry Eye,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-18:00; Fri: 09:00-19:00; Sat: 09:00-17:00; Sun: 11:00-15:00
OPSM Werribee Plaza,1655,OPSM Werribee Plaza_1655,VIC,Werribee,3030,10 PACIFIC WERRIBEE CNR HEATHS RD &amp;,,,"10 PACIFIC WERRIBEE CNR HEATHS RD &amp;, Werribee, VIC, 3030",(03) 9749 5000,(03) 9749 5399,-37.87533,144.68019,"Audiology, Dry Eye, Collect & Return",Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-19:30; Fri: 09:00-19:30; Sat: 09:00-17:00; Sun: 10:00-17:00
OPSM Whittlesea,1170,OPSM Whittlesea_1170,VIC,Whittlesea,3757,66 Church St,,,"66 Church St, Whittlesea, VIC, 3757",(03) 9716 3268,(03) 9716 3713,-37.51166,145.11831,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-19:00; Fri: 09:00-18:00; Sat: 09:00-17:00; Sun: closed
OPSM  WODONGA,2267,OPSM  WODONGA_2267,VIC,Wodonga,3690,135 High St,,,"135 High St, Wodonga, VIC, 3690",(02) 6024 1043,(02) 6056 2871,-36.12228,146.88789,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-17:30; Fri: 09:00-17:30; Sat: 09:00-13:00; Sun: closed
OPSM Albany,1195,OPSM Albany_1195,WA,Albany,6330,238 York St,,,"238 York St, Albany, WA, 6330",(08) 9842 3356,(08) 9842 3358,-35.02289,117.88369,Collect & Return,Mon: 08:00-17:30; Tue: 08:00-17:30; Wed: 08:00-17:30; Thu: 09:00-17:30; Fri: 08:00-17:30; Sat: 09:00-14:00; Sun: closed
OPSM Armadale,1306,OPSM Armadale_1306,WA,Armadale,6112,Jull St,,,"Jull St, Armadale, WA, 6112",(08) 9497 2233,(08) 9497 2032,-32.15302,116.01583,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-20:00; Fri: 09:00-17:30; Sat: 09:00-17:00; Sun: 11:00-17:00
OPSM Baldivis,1515,OPSM Baldivis_1515,WA,Baldivis,6171,Cnr Safety Bay Rd &amp; Settlers Ave,,,"Cnr Safety Bay Rd &amp; Settlers Ave, Baldivis, WA, 6171",(08) 9523 2333,(08) 9523 2399,-32.33287,115.81486,"Kids Vision Centre, Collect & Return",Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-20:00; Fri: 09:00-17:30; Sat: 09:00-17:00; Sun: 11:00-17:00
OPSM Garden City Booragoon,1442,OPSM Garden City Booragoon_1442,WA,Booragoon,6154,125 Riseley St,,,"125 Riseley St, Booragoon, WA, 6154",(08) 9364 9577,(08) 9316 2826,-32.034,115.83543,"Kids Vision Centre, Collect & Return",Mon: 08:30-17:30; Tue: 08:30-17:30; Wed: 08:30-17:30; Thu: 08:30-21:00; Fri: 08:30-17:30; Sat: 09:00-17:00; Sun: 11:00-17:00
OPSM Broome,1027,OPSM Broome_1027,WA,Broome,6725,106 Frederick St,,,"106 Frederick St, Broome, WA, 6725",(08) 9192 3444,(08) 9192 3449,-17.95251,122.22873,Collect & Return,Mon: 08:00-17:00; Tue: 08:00-17:00; Wed: 08:00-17:00; Thu: 08:00-17:00; Fri: 08:00-17:00; Sat: 09:00-13:00; Sun: closed
OPSM Bull Creek,1516,OPSM Bull Creek_1516,WA,Bull Creek,6149,44 Benningfield Rd,,,"44 Benningfield Rd, Bull Creek, WA, 6149",(08) 9310 5775,(08) 9310 7507,-32.06404,115.85692,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-19:00; Fri: 09:00-17:30; Sat: 09:00-17:00; Sun: closed
OPSM Bunbury Centrepoint,1382,OPSM Bunbury Centrepoint_1382,WA,Bunbury,6230,Cnr Blair St,,,"Cnr Blair St, Bunbury, WA, 6230",(08) 9792 5055,(08) 9792 5044,-33.32597,115.64027,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-19:00; Fri: 09:00-17:30; Sat: 09:00-17:00; Sun: 10:00-15:00
OPSM Bunbury Forum,1283,OPSM Bunbury Forum_1283,WA,Bunbury,6230,Sandridge Rd &amp; Pennant Rd,,,"Sandridge Rd &amp; Pennant Rd, Bunbury, WA, 6230",(08) 9721 6809,(08) 9791 2140,-33.33696,115.66005,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-19:00; Fri: 09:00-17:30; Sat: 09:00-17:00; Sun: closed
OPSM Busselton,1197,OPSM Busselton_1197,WA,Busselton,6280,64 Prince St,,,"64 Prince St, Busselton, WA, 6280",(08) 9754 4413,(08) 9754 4416,-33.6508,115.34636,Collect & Return,Mon: 08:30-17:00; Tue: 08:30-17:00; Wed: 08:30-17:00; Thu: 08:30-17:00; Fri: 08:30-17:00; Sat: 09:00-14:00; Sun: closed
OPSM Busselton Central,4610,OPSM Busselton Central_4610,WA,Busselton,6280,Prince St,,,"Prince St, Busselton, WA, 6280",(08) 6149 5427,(08) 6149 5428,-33.65118,115.3429,Audiology,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-17:30; Fri: 09:00-17:30; Sat: 09:00-17:00; Sun: closed
OPSM Livingston,1395,OPSM Livingston_1395,WA,Canning Vale,6155,Cnr Ranford Rd &amp; Nicholson Rd,,,"Cnr Ranford Rd &amp; Nicholson Rd, Canning Vale, WA, 6155",(08) 9456 1100,(08) 9456 1164,-32.08547,115.91733,"Kids Vision Centre, Collect & Return",Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-21:00; Fri: 09:00-17:30; Sat: 09:00-17:00; Sun: 11:00-17:00
OPSM Carousel,1366,OPSM Carousel_1366,WA,Cannington,6107,1382 Albany Hwy,,,"1382 Albany Hwy, Cannington, WA, 6107",(08) 9356 2707,(08) 9356 2709,-32.02018,115.93871,"Kids Vision Centre, Collect & Return",Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-21:00; Fri: 09:00-17:30; Sat: 09:00-17:00; Sun: 11:00-17:00
OPSM CLAREMONT,1418,OPSM CLAREMONT_1418,WA,Claremont,6010,9 Bayview Terrace,,,"9 Bayview Terrace, Claremont, WA, 6010",(08) 9383 3943,,-31.98223,115.77959,"Kids Vision Centre, Collect & Return",Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-21:00; Fri: 09:00-17:30; Sat: 09:00-17:00; Sun: 11:00-17:00
OPSM Ocean Keys,1059,OPSM Ocean Keys_1059,WA,Clarkson,6030,36 Ocean Keys Blvd,,,"36 Ocean Keys Blvd, Clarkson, WA, 6030",(08) 9407 9166,(08) 9407 9498,-31.69123,115.71794,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-21:00; Fri: 09:00-17:30; Sat: 09:00-17:00; Sun: 11:00-17:00
OPSM Belmont Forum,7047,OPSM Belmont Forum_7047,WA,Cloverdale,6105,227 Belmont Ave,,,"227 Belmont Ave, Cloverdale, WA, 6105",(08) 9277 6023,(08) 9478 3950,-31.96409,115.93592,,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-18:00; Fri: 09:00-17:30; Sat: 09:00-17:00; Sun: closed
OPSM Collie,1561,OPSM Collie_1561,WA,Collie,6225,56-58 Forrest St,,,"56-58 Forrest St, Collie, WA, 6225",(08) 9734 3800,(08) 9734 4659,-33.35865,116.15416,Collect & Return,Mon: 09:00-17:00; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-17:30; Fri: 09:00-17:00; Sat: closed; Sun: closed
OPSM Cottesloe,2985,OPSM Cottesloe_2985,WA,Cottesloe,6011,Napoleon St,,,"Napoleon St, Cottesloe, WA, 6011",(08) 6488 0691,(08) 6488 0692,-31.99783,115.76128,Collect & Return,Mon: 08:30-17:00; Tue: 08:30-17:00; Wed: 08:30-17:00; Thu: 08:30-17:00; Fri: 08:30-17:00; Sat: 08:30-13:00; Sun: closed
OPSM Dianella,1571,OPSM Dianella_1571,WA,Dianella,6059,Cnr Alexander Dr &amp; Grand Promenade,,,"Cnr Alexander Dr &amp; Grand Promenade, Dianella, WA, 6059",(08) 9276 4871,(08) 9275 2155,-31.89566,115.87183,Collect & Return,Mon: 08:30-17:00; Tue: 08:30-17:00; Wed: 08:30-17:00; Thu: 08:30-19:00; Fri: 08:30-17:00; Sat: 09:00-17:00; Sun: closed
OPSM Ellenbrook,1557,OPSM Ellenbrook_1557,WA,Ellenbrook,6069,Cnr Main St &amp; The Promenade,,,"Cnr Main St &amp; The Promenade, Ellenbrook, WA, 6069",(08) 9296 9400,(08) 9296 9411,-31.78222,115.97026,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-20:00; Fri: 09:00-17:30; Sat: 09:00-17:00; Sun: 11:00-17:00
OPSM Esperance,1567,OPSM Esperance_1567,WA,Esperance,6450,1 Forrest Rd,,,"1 Forrest Rd, Esperance, WA, 6450",(08) 9071 4586,(08) 9071 5363,-33.85814,121.89086,Collect & Return,Mon: 08:30-17:00; Tue: 08:30-17:00; Wed: 08:30-17:00; Thu: 08:30-17:00; Fri: 08:30-17:00; Sat: 09:00-13:00; Sun: closed
OPSM Floreat,1112,OPSM Floreat_1112,WA,Floreat,6014,1 Howtree Pl,,,"1 Howtree Pl, Floreat, WA, 6014",(08) 9287 1839,(08) 9284 0140,-31.93754,115.79281,"Kids Vision Centre, Collect & Return",Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-20:00; Fri: 09:00-17:30; Sat: 09:00-17:00; Sun: 11:00-17:00
OPSM Fremantle,1083,OPSM Fremantle_1083,WA,Fremantle,6160,89 Market St,,,"89 Market St, Fremantle, WA, 6160",(08) 9335 3066,(08) 9430 4636,-32.05547,115.74673,Collect & Return,Mon: 08:30-17:30; Tue: 08:30-17:30; Wed: 08:30-17:30; Thu: 08:30-19:00; Fri: 08:30-17:30; Sat: 08:30-16:00; Sun: 11:00-17:00
OPSM Geraldton,1354,OPSM Geraldton_1354,WA,Geraldton,6530,110 Chapman Rd,,,"110 Chapman Rd, Geraldton, WA, 6530",(08) 9964 4711,(08) 9964 4686,-28.76711,114.61651,Collect & Return,Mon: 08:30-17:00; Tue: 08:30-17:00; Wed: 08:30-17:00; Thu: 08:30-18:00; Fri: 08:30-17:00; Sat: closed; Sun: closed
OPSM Whitford City,1447,OPSM Whitford City_1447,WA,Hillarys,6025,Whitfords Ave &amp; Marmion Ave,,,"Whitfords Ave &amp; Marmion Ave, Hillarys, WA, 6025",(08) 9307 7960,(08) 9307 7962,-31.79707,115.74863,Collect & Return,Mon: 08:30-17:30; Tue: 08:30-17:30; Wed: 08:30-17:30; Thu: 08:30-21:00; Fri: 08:30-17:30; Sat: 08:30-17:00; Sun: 11:00-17:00
OPSM Innaloo,1361,OPSM Innaloo_1361,WA,Innaloo,6018,Ellen Sterling Boulevard,,,"Ellen Sterling Boulevard, Innaloo, WA, 6018",(08) 9244 4300,(08) 9244 4301,-31.9013,115.79995,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-21:00; Fri: 09:00-17:30; Sat: 09:00-17:00; Sun: 11:00-17:00
OPSM Joondalup,1404,OPSM Joondalup_1404,WA,Joondalup,6027,420 Joondalup Dr,,,"420 Joondalup Dr, Joondalup, WA, 6027",(08) 9300 0377,(08) 9300 0370,-31.7441,115.76621,Collect & Return,Mon: 08:30-17:30; Tue: 08:30-17:30; Wed: 08:30-17:30; Thu: 08:30-21:00; Fri: 08:30-17:30; Sat: 09:00-17:00; Sun: 11:00-17:00
OPSM KALAMUNDA,7011,OPSM KALAMUNDA_7011,WA,Kalamunda,6076,39 Railway Rd,,,"39 Railway Rd, Kalamunda, WA, 6076",(08) 9257 2911,(08) 9257 2922,-31.969,116.063,,Mon: 09:00-17:00; Tue: 09:00-17:00; Wed: 09:00-17:00; Thu: 09:00-18:00; Fri: 09:00-17:00; Sat: 09:00-14:00; Sun: closed
OPSM Kalgoorlie,1007,OPSM Kalgoorlie_1007,WA,Kalgoorlie,6430,296 Hannan St,,,"296 Hannan St, Kalgoorlie, WA, 6430",(08) 9091 4442,(08) 9091 4491,-30.74833,121.47098,Collect & Return,Mon: 08:30-17:00; Tue: 08:30-17:00; Wed: 08:30-17:00; Thu: 08:30-17:00; Fri: 08:30-17:00; Sat: 09:00-14:00; Sun: closed
OPSM Karratha,1233,OPSM Karratha_1233,WA,Karratha,6714,12-42 Welcome Rd,,,"12-42 Welcome Rd, Karratha, WA, 6714",(08) 9143 1208,(08) 9143 1217,-20.73557,116.84575,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-19:00; Fri: 09:00-17:30; Sat: closed; Sun: closed
OPSM Karrinyup,1370,OPSM Karrinyup_1370,WA,Karrinyup,6018,200 Karrinyup Rd,,,"200 Karrinyup Rd, Karrinyup, WA, 6018",(08) 9446 5994,(08) 9446 5300,-31.87684,115.77838,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-21:00; Fri: 09:00-17:30; Sat: 09:00-17:00; Sun: 11:00-17:00
OPSM Kwinana,4636,OPSM Kwinana_4636,WA,Kwinana,6167,4 Chisham Ave,,,"4 Chisham Ave, Kwinana, WA, 6167",(08) 9419 1056,(08) 9419 3869,-32.24485,115.81466,"Dry Eye, Kids Vision Centre",Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-19:00; Fri: 09:00-17:30; Sat: 09:00-17:00; Sun: 11:00-17:00
OPSM Maddington,1427,OPSM Maddington_1427,WA,Maddington,6109,143 Attfield St,,,"143 Attfield St, Maddington, WA, 6109",(08) 9459 9599,(08) 9493 1599,-32.0531,115.9774,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-19:00; Fri: 09:00-17:30; Sat: 09:00-17:00; Sun: 11:00-17:00
OPSM Halls Head,1517,OPSM Halls Head_1517,WA,Mandurah,6210,14 Guava Way,,,"14 Guava Way, Mandurah, WA, 6210",(08) 9581 2777,(08) 9581 4777,-32.54888,115.70342,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-20:00; Fri: 09:00-17:30; Sat: 09:00-17:00; Sun: 10:00-16:00
OPSM Mandurah Forum,1405,OPSM Mandurah Forum_1405,WA,Mandurah,6210,330 Pinjarra Rd,,,"330 Pinjarra Rd, Mandurah, WA, 6210",(08) 6488 0660,(08) 6488 0661,-32.53551,115.74374,Collect & Return,Mon: 08:30-17:30; Tue: 08:30-17:30; Wed: 08:30-17:30; Thu: 08:30-20:00; Fri: 08:30-17:30; Sat: 09:00-17:00; Sun: 10:00-16:00
OPSM Margaret River,1115,OPSM Margaret River_1115,WA,Margaret River,6285,145 Bussell Hwy,,,"145 Bussell Hwy, Margaret River, WA, 6285",(08) 9757 3370,(08) 9757 9466,-33.95295,115.07377,"Kids Vision Centre, Collect & Return",Mon: 08:30-17:00; Tue: 08:30-17:00; Wed: 08:30-17:00; Thu: 08:30-17:00; Fri: 08:30-17:00; Sat: 08:30-12:30; Sun: closed
OPSM Midland Gate,1281,OPSM Midland Gate_1281,WA,Midland,6056,274 Great Eastern Hwy,,,"274 Great Eastern Hwy, Midland, WA, 6056",(08) 9274 3565,(08) 9274 4114,-31.88979,116.01051,"Dry Eye, Collect & Return",Mon: 08:30-17:30; Tue: 08:30-17:30; Wed: 08:30-17:30; Thu: 08:30-21:00; Fri: 08:30-17:30; Sat: 08:30-17:00; Sun: 11:00-17:00
OPSM Mirrabooka,2280,OPSM Mirrabooka_2280,WA,Mirrabooka,6061,43 Yirrigan Dr,,,"43 Yirrigan Dr, Mirrabooka, WA, 6061",(08) 9344 4344,(08) 9344 4355,-31.87051,115.86233,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-21:00; Fri: 09:00-17:30; Sat: 09:00-17:00; Sun: closed
OPSM Morley Galleria,1198,OPSM Morley Galleria_1198,WA,Morley,6062,Cnr Collier Rd &amp; Walter Rd W,,,"Cnr Collier Rd &amp; Walter Rd W, Morley, WA, 6062",(08) 9276 5856,(08) 9276 4040,-31.89777,115.89937,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-21:00; Fri: 09:00-17:30; Sat: 09:00-17:00; Sun: 11:00-17:00
OPSM Mt Hawthorn,1425,OPSM Mt Hawthorn_1425,WA,Mount Hawthorn,6016,180 Scarborough Beach Rd,,,"180 Scarborough Beach Rd, Mount Hawthorn, WA, 6016",(08) 9443 5266,(08) 9443 5277,-31.92046,115.83725,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-18:00; Fri: 09:00-17:30; Sat: 09:00-17:00; Sun: closed
OPSM Northam,1365,OPSM Northam_1365,WA,Northam,6401,171 Fitzgerald St,,,"171 Fitzgerald St, Northam, WA, 6401",(08) 9622 3363,(08) 9622 5051,-31.65412,116.6724,Collect & Return,Mon: 09:00-17:00; Tue: 09:00-17:00; Wed: 09:00-17:00; Thu: 09:00-17:00; Fri: 09:00-17:00; Sat: closed; Sun: closed
OPSM Perth Hay St,1082,OPSM Perth Hay St_1082,WA,Perth,6000,726 Hay St,,,"726 Hay St, Perth, WA, 6000",(08) 9321 5333,(08) 9321 6565,-31.95336,115.85743,Collect & Return,Mon: 08:30-17:30; Tue: 08:30-17:30; Wed: 08:30-17:30; Thu: 08:30-17:30; Fri: 08:30-17:30; Sat: 09:00-16:00; Sun: 11:00-16:00
OPSM Riverton,1369,OPSM Riverton_1369,WA,Riverton,6148,High Rd &amp; Willeri Rd,,,"High Rd &amp; Willeri Rd, Riverton, WA, 6148",(08) 9354 1733,(08) 9354 1515,-32.03971,115.90569,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-19:00; Fri: 09:00-17:30; Sat: 09:00-17:00; Sun: 11:00-17:00
OPSM Rockingham,1285,OPSM Rockingham_1285,WA,Rockingham,6168,1 Council Ave,,,"1 Council Ave, Rockingham, WA, 6168",(08) 9527 1444,(08) 9592 4020,-32.28955,115.74829,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-21:00; Fri: 09:00-17:30; Sat: 09:00-17:00; Sun: 11:00-17:00
OPSM Secret Harbour,2933,OPSM Secret Harbour_2933,WA,Secret Harbour,6173,Secret Harbour Blvd,,,"Secret Harbour Blvd, Secret Harbour, WA, 6173",(08) 6149 5423,(08) 6149 5425,-32.40769,115.75829,"Kids Vision Centre, Collect & Return",Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-20:00; Fri: 09:00-17:30; Sat: 09:00-17:00; Sun: 11:00-17:00
OPSM South Hedland,1042,OPSM South Hedland_1042,WA,South Hedland,6722,9/31 Throssel Rd,,,"9/31 Throssel Rd, South Hedland, WA, 6722",(08) 9140 2323,(08) 9140 2324,-20.41027,118.59987,Collect & Return,Mon: 08:30-17:00; Tue: 08:30-17:00; Wed: 08:30-17:00; Thu: 08:30-17:00; Fri: 08:30-17:00; Sat: closed; Sun: closed
OPSM South Perth,2354,OPSM South Perth_2354,WA,South Perth,6151,90 Angelo St,,,"90 Angelo St, South Perth, WA, 6151",(08) 9367 2789,(08) 9367 3429,-31.98085,115.86383,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-17:30; Fri: 09:00-17:30; Sat: 09:00-17:00; Sun: closed
