retailer,store_id,affiliations,name,status,country,state,suburb,postcode,full_address,phone,latitude,longitude,official_url,services,audiology,venue_name,venue_id,location_type,classification_confidence,classification_basis,store_area_sqm,area_measure,area_source,area_date,area_confidence,source_url,fetched_at
Independent / Other optical,independent-other-optical-osm-au-node-3953229690,,Campbellfield Eyecare,Mapped,Australia,VIC,,,"Shop 1B1 Hume Highway, Australia",+61 3 9357 4428,-37.6875166,144.9594299,https://www.openstreetmap.org/node/3953229690,Optical / optician listing,false,,,Shopping Centre,Medium,Official address uses a shop/level format; venue name requires review,,,,,Unknown,https://www.openstreetmap.org/node/3953229690,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-11145701652,,Care4eyes,Mapped,Australia,VIC,,,"44 Jackson Court, Australia",+61 3 9848 2766,-37.7888524,145.1493893,https://www.openstreetmap.org/node/11145701652,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/11145701652,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-4060966864,,Collin & kirk,Mapped,Australia,VIC,,,Australia,,-37.7423645,145.0655454,https://www.openstreetmap.org/node/4060966864,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/4060966864,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-5203746943,,Crystal Eyecare,Mapped,Australia,VIC,,,Australia,,-37.9513399,145.1512461,https://www.openstreetmap.org/node/5203746943,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/5203746943,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-493891538,,Donvale Optical,Mapped,Australia,VIC,,,Australia,+61 3 9842 8442,-37.7919663,145.1700793,https://www.openstreetmap.org/node/493891538,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/493891538,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-5402564830,,Dream Eyes,Mapped,Australia,VIC,,,"F13, Australia",,-37.9506545,145.1507984,https://www.openstreetmap.org/node/5402564830,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/5402564830,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-10814212741,,Eltham Eyecare,Mapped,Australia,VIC,,,Australia,+61 3 9439 1311,-37.7142819,145.1488002,https://www.elthameyecare.com.au/,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/10814212741,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-10814212736,,Eltham Optical,Mapped,Australia,VIC,,,Australia,,-37.7140522,145.1487028,https://www.openstreetmap.org/node/10814212736,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/10814212736,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-5341866324,,Evergreen Optical,Mapped,Australia,VIC,,,Australia,,-37.8843847,145.0585292,https://www.openstreetmap.org/node/5341866324,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/5341866324,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-way-537154052,,Eye Society,Mapped,Australia,VIC,,,"365, Australia",,-37.9528383,145.1524449,https://www.openstreetmap.org/way/537154052,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/way/537154052,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-6065622279,,Eyecare Plus,Mapped,Australia,VIC,,,Australia,,-37.8990355,145.0916084,https://www.openstreetmap.org/node/6065622279,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/6065622279,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-5242024739,,Eyeline Optical,Mapped,Australia,VIC,,,Australia,,-37.9269261,145.1191581,https://www.openstreetmap.org/node/5242024739,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/5242024739,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-1292397868,,Eyes On,Mapped,Australia,VIC,,,Australia,,-37.8141059,144.960091,https://www.openstreetmap.org/node/1292397868,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/1292397868,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-6699795803,,Eyes On,Mapped,Australia,VIC,,,Australia,,-37.8198425,144.9432301,https://www.openstreetmap.org/node/6699795803,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/6699795803,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-11699205333,,Eyeworks Castlemaine,Mapped,Australia,VIC,,,Australia,,-37.06383,144.2169119,https://www.openstreetmap.org/node/11699205333,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/11699205333,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-6033561738,,Felix Optometrist,Mapped,Australia,VIC,,,Australia,,-37.7980203,144.9001113,https://www.openstreetmap.org/node/6033561738,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/6033561738,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-10711723865,,GMHBA Health Insurance & Eye Care,Mapped,Australia,VIC,,,Australia,,-38.1475037,144.3640014,https://www.openstreetmap.org/node/10711723865,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/10711723865,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-13794345661,,Henderson Optical,Mapped,Australia,VIC,,,Australia,,-37.8126108,144.9630516,https://www.openstreetmap.org/node/13794345661,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/13794345661,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-4064596156,,Ivanhoe Optical,Mapped,Australia,VIC,,,Australia,,-37.7683315,145.0427118,https://www.openstreetmap.org/node/4064596156,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/4064596156,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-13451811746,,J F Optical,Mapped,Australia,VIC,,,Australia,,-37.8736227,145.0246518,https://www.openstreetmap.org/node/13451811746,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/13451811746,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-12708385217,,Kerang Optical,Mapped,Australia,VIC,,,Australia,,-35.7333529,143.9205168,https://www.openstreetmap.org/node/12708385217,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/12708385217,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-2722788714,,Kevin Paisley Optometrist,Mapped,Australia,VIC,,,Australia,+61 3 5221 7111,-38.1374523,144.3486958,https://kevinpaisley.com.au,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/2722788714,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-11388464351,,Kevin Paisley Optometrists,Mapped,Australia,VIC,,,Australia,,-38.1991992,144.3194608,https://www.openstreetmap.org/node/11388464351,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/11388464351,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-11247726506,,Kevin Paisley Optometrists Geelong,Mapped,Australia,VIC,,,Australia,+61 3 5229 7144,-38.1505413,144.3646172,https://kevinpaisley.com.au/geelong,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/11247726506,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-635642145,,Kingsway Optical,Mapped,Australia,VIC,,,Australia,,-37.8804989,145.163264,https://www.openstreetmap.org/node/635642145,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/635642145,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-12260964886,,L & F eyecare,Mapped,Australia,VIC,,,Australia,,-38.1763822,146.2652319,https://www.openstreetmap.org/node/12260964886,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/12260964886,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-12133147777,,Lenswap,Mapped,Australia,VIC,,,Australia,,-37.8447071,144.994403,https://www.openstreetmap.org/node/12133147777,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/12133147777,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-6004987383,,M&M Optix,Mapped,Australia,VIC,,,Australia,,-37.7996466,144.8997612,https://www.openstreetmap.org/node/6004987383,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/6004987383,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-3761152258,,Merringtons Optometrists,Mapped,Australia,VIC,,,Australia,,-37.769197,145.000375,https://www.openstreetmap.org/node/3761152258,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/3761152258,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-6457257754,,Mildura Optical,Mapped,Australia,VIC,,,Australia,,-34.1857672,142.1592992,https://www.openstreetmap.org/node/6457257754,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/6457257754,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-5298765143,,Modern Eyecare,Mapped,Australia,VIC,,,Australia,,-37.9496783,145.1516571,https://www.openstreetmap.org/node/5298765143,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/5298765143,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-3416932972,,Monash Eyecare,Mapped,Australia,VIC,,,Australia,,-37.9115865,145.1326612,https://www.openstreetmap.org/node/3416932972,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/3416932972,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-12483858291,,Mujosh,Mapped,Australia,VIC,,,Australia,,-37.8104958,144.9655499,https://www.openstreetmap.org/node/12483858291,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/12483858291,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-5213706373,,Nghệ Quang,Mapped,Australia,VIC,,,Australia,,-37.9516109,145.1513431,https://www.openstreetmap.org/node/5213706373,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/5213706373,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-2296927160,,Optical Royale Optometrist,Mapped,Australia,VIC,,,Australia,,-37.889866,145.042654,https://www.opticalroyale.com.au,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/2296927160,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-3403667607,,Optometrist,Mapped,Australia,VIC,,,Australia,,-37.6893754,144.9608007,https://www.openstreetmap.org/node/3403667607,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/3403667607,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-4041048209,,Optometrist,Mapped,Australia,VIC,,,Australia,,-37.9494928,145.152215,https://www.openstreetmap.org/node/4041048209,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/4041048209,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-5227802671,,Optometrist,Mapped,Australia,VIC,,,Australia,,-37.9872508,145.2163583,https://www.openstreetmap.org/node/5227802671,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/5227802671,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-5217624029,,Russo,Mapped,Australia,VIC,,,Australia,,-37.9900302,145.2141973,https://www.openstreetmap.org/node/5217624029,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/5217624029,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-6059974385,,Spectacle Warehouse,Mapped,Australia,VIC,,,Australia,,-38.1434467,145.1234865,https://www.openstreetmap.org/node/6059974385,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/6059974385,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-10222713631,,The Spectacle Site,Mapped,Australia,VIC,,,Australia,,-37.9281374,145.2523666,https://www.openstreetmap.org/node/10222713631,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/10222713631,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-3597692807,,Vainer Optical,Mapped,Australia,VIC,,,Australia,,-37.8686015,144.9914449,https://www.openstreetmap.org/node/3597692807,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/3597692807,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-4636803851,,Vision @ Broadway,Mapped,Australia,VIC,,,Australia,,-37.7169426,145.008386,https://www.openstreetmap.org/node/4636803851,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/4636803851,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-6829200458,,Wangaratta Eyecare,Mapped,Australia,VIC,,,Australia,,-36.3550124,146.3266895,https://www.openstreetmap.org/node/6829200458,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/6829200458,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-6033469826,,Y Si Nhan Khoa,Mapped,Australia,VIC,,,Australia,,-37.7989451,144.901011,https://www.openstreetmap.org/node/6033469826,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/6033469826,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-5195526355,,iConVision,Mapped,Australia,VIC,,,Australia,,-37.950626,145.1510645,https://www.openstreetmap.org/node/5195526355,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/5195526355,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-6017200194,,iLook Optical,Mapped,Australia,VIC,,,Australia,,-37.7414218,145.0036262,https://www.openstreetmap.org/node/6017200194,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/6017200194,2026-09-01T07:48:20.085579Z
OPSM,opsm-1057,,OPSM Ballarat,Active,Australia,VIC,Ballarat,3350,"18 Armstrong St South, Ballarat, VIC, 3350",(03) 5333 3120,-37.56287,143.85536,https://www.opsm.com.au/en/opsm-au/find-store,Collect & Return,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01T07:42:23+00:00
Specsavers,specsavers-3525,,Box Hill Central North,Active,Australia,VIC,Box Hill,3128,"1 Main Street, Shop SP113 Box Hill Central (South), Box Hill, VIC, 3128",(03) 9890 3322,-37.819355,145.12204,https://www.specsavers.com.au/stores/boxhill,Optometry; Audiology,true,,,Shopping Centre,Medium,Official address uses a shop/level format; venue name requires review,,,,,Unknown,https://www.specsavers.com.au/stores/boxhill,2026-09-01T23:21:29.969Z
OPSM,opsm-7075,,OPSM Middle Brighton,Active,Australia,VIC,Brighton,3186,"45 Church St., Brighton, VIC, 3186",(03) 9592 7522,-37.91347,144.99437,https://www.opsm.com.au/en/opsm-au/find-store,,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01T07:42:23+00:00
Oscar Wylee,oscar-wylee-121,,Broadmeadows Central,Active,Australia,VIC,Broadmeadows,3047,"Shop G092, Broadmeadows Central, 1099-1169 Pascoe Vale Road, Broadmeadows VIC 3047",(03) 9973 9162,-37.679981965912,144.91951036442,https://www.oscarwylee.com.au/locations/locations/optometrist-broadmeadows.html,"Comprehensive eye tests, Prescription glasses, Sunglasses",false,,,Shopping Centre,Medium,Official address uses a shop/level format; venue name requires review,,,,,Unknown,https://www.oscarwylee.com.au/locations/locations/optometrist-broadmeadows.html,2026-09-01T07:43:15+00:00
OPSM,opsm-1482,,OPSM Brunswick,Active,Australia,VIC,Brunswick,3056,"Barkly St, Brunswick, VIC, 3056",(03) 9387 8122,-37.7756,144.9622,https://www.opsm.com.au/en/opsm-au/find-store,Collect & Return,false,,,Main Street / Street-front,Low,Official address contains street evidence but needs review,,,,,Unknown,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01T07:42:23+00:00
Specsavers,specsavers-3449,,Brunswick,Active,Australia,VIC,Brunswick,3056,"Shop D1/D2, 90-106 Sydney Road, Brunswick, VIC, 3056",(03) 9077 7396,-37.775642,144.96175,https://www.specsavers.com.au/stores/brunswick,Optometry; Audiology,true,,,Shopping Centre,Medium,Official address uses a shop/level format; venue name requires review,,,,,Unknown,https://www.specsavers.com.au/stores/brunswick,2026-09-01T23:21:29.969Z
Independent / Other optical,independent-other-optical-provision-186700,provision,Spectacle Hub – Caroline Springs,Active,Australia,VIC,Caroline Springs,3023,"Spectacle Hub - Caroline Springs, Lake Street, Caroline Springs VIC, Australia, Caroline Springs, Victoria, 3023",,-37.73071587844923,144.74326606839895,https://www.provision.com.au/practice/spectacle-hub-caroline-springs/,,false,,,Main Street / Street-front,Low,Official address contains street evidence but needs review,,,,,Unknown,https://www.provision.com.au/search-results/,2026-09-02T12:40:25.820359+00:00
Oscar Wylee,oscar-wylee-29,,Chirnside Park,Active,Australia,VIC,Chirnside Park,3116,"SHOP 626A, 239-241 Maroondah Hwy, Chirnside Park VIC 3116",03 9727 5344,-37.757475,145.3106358,https://www.oscarwylee.com.au/locations/locations/optometrist-chirnside-park.html,"Comprehensive eye tests, Prescription glasses, Sunglasses",false,,,Shopping Centre,Medium,Official address uses a shop/level format; venue name requires review,,,,,Unknown,https://www.oscarwylee.com.au/locations/locations/optometrist-chirnside-park.html,2026-09-01T07:43:15+00:00
Oscar Wylee,oscar-wylee-138,,Craigieburn Central,Active,Australia,VIC,Craigieburn,3064,"Craigieburn Central, Shop D32, 340 Craigieburn Road, Craigieburn VIC 3064",(03) 8313 5814,-37.592883219639,144.91104128936,https://www.oscarwylee.com.au/locations/locations/optometrist-craigieburn.html,"Comprehensive eye tests, Prescription glasses, Sunglasses",false,,,Shopping Centre,Medium,Official address uses a shop/level format; venue name requires review,,,,,Unknown,https://www.oscarwylee.com.au/locations/locations/optometrist-craigieburn.html,2026-09-01T07:43:15+00:00
OPSM,opsm-1290,,OPSM Cranbourne,Active,Australia,VIC,Cranbourne,3977,"High St, Cranbourne, VIC, 3977",(03) 5995 2977,-38.10894,145.28248,https://www.opsm.com.au/en/opsm-au/find-store,Collect & Return,false,,,Main Street / Street-front,Low,Official address contains street evidence but needs review,,,,,Unknown,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01T07:42:23+00:00
Specsavers,specsavers-3667,,Croydon,Active,Australia,VIC,Croydon,3136,"Shop 2, 138-148 Main Street, Croydon, VIC, 3136",(03) 8203 2202,-37.79735,145.28116,https://www.specsavers.com.au/stores/croydon,Optometry; Audiology,true,,,Shopping Centre,Medium,Official address uses a shop/level format; venue name requires review,,,,,Unknown,https://www.specsavers.com.au/stores/croydon,2026-09-01T23:21:29.969Z
Specsavers,specsavers-3256,,Deer Park - Brimbank Central S/C,Active,Australia,VIC,Deer Park,3023,"Shop ET72, Brimbank Central Shopping, Station Rd, Deer Park, VIC, 3023",(03) 9360 4444,-37.751495,144.77531,https://www.specsavers.com.au/stores/deerpark,Optometry; Audiology,true,,,Shopping Centre,High,Official name/address contains shopping-centre evidence,,,,,Unknown,https://www.specsavers.com.au/stores/deerpark,2026-09-01T23:21:29.969Z
Bailey Nelson,bailey-nelson-doncaster,,Bailey Nelson Doncaster,Active,Australia,VIC,Doncaster,3108,"Doncaster Rd & Williamsons Rd, Doncaster, VIC, 3108",+61399679899,-37.78573,145.1254825,https://baileynelson.com.au/pages/optometrist-doncaster,Optometry Services; Bulk-Billed Eye Tests; Private Eye Tests from $65; Contact Lens Eye Tests; Visual Fields Testing; Ultra-wide retinal imaging; Optical & Sunglass styling; Free frame adjustments,false,,,Main Street / Street-front,Low,Official address contains street evidence but needs review,,,,,Unknown,https://baileynelson.com.au/pages/optometrist-doncaster,2026-09-01T07:42:35+00:00
Independent / Other optical,independent-other-optical-provision-98971,provision,L&F Eyecare Drouin,Active,Australia,VIC,Drouin,3818,"3/28 Princes Way, Drouin, Victoria, 3818",,-38.137021,145.85830499999997,https://www.provision.com.au/practice/l-f-drouin/,,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.provision.com.au/search-results/,2026-09-02T12:40:25.820359+00:00
OPSM,opsm-1032,,OPSM Pacific Epping,Active,Australia,VIC,Epping,3076,"High St & Cooper St, Epping, VIC, 3076",(03) 9408 9280,-37.65371,145.0191,https://www.opsm.com.au/en/opsm-au/find-store,Collect & Return,false,,,Main Street / Street-front,Low,Official address contains street evidence but needs review,,,,,Unknown,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01T07:42:23+00:00
Oscar Wylee,oscar-wylee-32,,Pacific Epping,Active,Australia,VIC,Epping,3076,"Shop 269, Pacific Epping 571-583 High St, Epping VIC 3076",(03) 9424 1546,-37.6538474,145.0150888,https://www.oscarwylee.com.au/locations/locations/optometrist-epping.html,"Comprehensive eye tests, Prescription glasses, Sunglasses",false,,,Shopping Centre,Medium,Official address uses a shop/level format; venue name requires review,,,,,Unknown,https://www.oscarwylee.com.au/locations/locations/optometrist-epping.html,2026-09-01T07:43:15+00:00
Specsavers,specsavers-3353,,Pacific Epping,Active,Australia,VIC,Epping,3076,"Cnr High & Cooper Street, Shop 8/9, Pacific Epping, Epping, VIC, 3076",(03) 8405 3655,-37.652977,145.02051,https://www.specsavers.com.au/stores/epping,Optometry; Audiology,true,,,Shopping Centre,Medium,Official address uses a shop/level format; venue name requires review,,,,,Unknown,https://www.specsavers.com.au/stores/epping,2026-09-01T23:21:29.969Z
Oscar Wylee,oscar-wylee-126,,Mildura Central,Active,Australia,VIC,Mildura,3500,"Shop G039, Mildura Central, Cnr Deakin Ave and 15th Street, Mildura VIC 3500",(03) 5008 4249,-34.20692932678,142.13868016142,https://www.oscarwylee.com.au/locations/locations/optometrist-mildura.html,"Comprehensive eye tests, Prescription glasses, Sunglasses",false,,,Shopping Centre,Medium,Official address uses a shop/level format; venue name requires review,,,,,Unknown,https://www.oscarwylee.com.au/locations/locations/optometrist-mildura.html,2026-09-01T07:43:15+00:00
Independent / Other optical,independent-other-optical-osm-au-node-2999573319,,Vision at Mill Park,Mapped,Australia,VIC,Mill Park,,"Childs Road, Mill Park, Australia",+61 3 9436 0404,-37.6661173,145.0603287,https://www.openstreetmap.org/node/2999573319,Optical / optician listing,false,,,Main Street / Street-front,Low,Official address contains street evidence but needs review,,,,,Unknown,https://www.openstreetmap.org/node/2999573319,2026-09-01T07:48:20.085579Z
Oscar Wylee,oscar-wylee-107,,Plenty Valley,Active,Australia,VIC,Mill Park,3082,"Level 1, Shop 36, 415 McDonalds Rd, Mill Park VIC 3082",(03) 9424 9404,-37.651391748891,145.07207939782,https://www.oscarwylee.com.au/locations/locations/optometrist-plenty-valley.html,"Comprehensive eye tests, Prescription glasses, Sunglasses",false,,,Shopping Centre,Medium,Official address uses a shop/level format; venue name requires review,,,,,Unknown,https://www.oscarwylee.com.au/locations/locations/optometrist-plenty-valley.html,2026-09-01T07:43:15+00:00
Oscar Wylee,oscar-wylee-64,,Moonee Ponds,Active,Australia,VIC,Moonee Ponds,3039,"Shop 79, Moonee Ponds Central 14-16 Hall Street Moonee Ponds, VIC, 3039",(03) 8528 6288,-37.76473,144.921924,https://www.oscarwylee.com.au/locations/locations/optometrist-moonee-ponds.html,"Comprehensive eye tests, Prescription glasses, Sunglasses",false,,,Shopping Centre,Medium,Official address uses a shop/level format; venue name requires review,,,,,Unknown,https://www.oscarwylee.com.au/locations/locations/optometrist-moonee-ponds.html,2026-09-01T07:43:15+00:00
Oscar Wylee,oscar-wylee-95,,Mornington Central,Active,Australia,VIC,Mornington,3931,"Shop 024, Mornington Central, 78 Barkly Street, Mornington VIC 3931",(03) 5902 2560,-38.218642396469,145.03994658424,https://www.oscarwylee.com.au/locations/locations/optometrist-mornington.html,"Comprehensive eye tests, Prescription glasses, Sunglasses",false,,,Shopping Centre,Medium,Official address uses a shop/level format; venue name requires review,,,,,Unknown,https://www.oscarwylee.com.au/locations/locations/optometrist-mornington.html,2026-09-01T07:43:15+00:00
Optical Superstore,optical-superstore-62033,,Mt Eliza Way,Active,Australia,VIC,Mount Eliza,3930,"8/84 Mount Eliza Way,, Mount Eliza, VIC, 3930",(03) 9787 2470,-38.188116,145.093913,https://opticalsuperstore.com.au/find-your-nearest-store/,,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://opticalsuperstore.com.au/find-your-nearest-store/,2026-09-02T12:40:25.820359+00:00
OPSM,opsm-1242,,OPSM Waverley Gardens,Active,Australia,VIC,Mulgrave,3170,"Police Rd & Jackson Rd, Mulgrave, VIC, 3170",(03) 9547 7455,-37.93583,145.18944,https://www.opsm.com.au/en/opsm-au/find-store,Collect & Return,false,,,Main Street / Street-front,Low,Official address contains street evidence but needs review,,,,,Unknown,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01T07:42:23+00:00
